id,target
"tensor([  5,  20,  28,  37,  77,  96, 129, 138, 146, 158, 162, 171, 178, 213,
        222, 265, 268, 279, 285, 296, 312, 337, 338, 346, 347, 364, 368, 380,
        384, 389, 394, 406], device='cuda:0')",0
"tensor([  5,  20,  28,  37,  77,  96, 129, 138, 146, 158, 162, 171, 178, 213,
        222, 265, 268, 279, 285, 296, 312, 337, 338, 346, 347, 364, 368, 380,
        384, 389, 394, 406], device='cuda:0')",1
"tensor([  5,  20,  28,  37,  77,  96, 129, 138, 146, 158, 162, 171, 178, 213,
        222, 265, 268, 279, 285, 296, 312, 337, 338, 346, 347, 364, 368, 380,
        384, 389, 394, 406], device='cuda:0')",1
"tensor([  5,  20,  28,  37,  77,  96, 129, 138, 146, 158, 162, 171, 178, 213,
        222, 265, 268, 279, 285, 296, 312, 337, 338, 346, 347, 364, 368, 380,
        384, 389, 394, 406], device='cuda:0')",0
"tensor([  5,  20,  28,  37,  77,  96, 129, 138, 146, 158, 162, 171, 178, 213,
        222, 265, 268, 279, 285, 296, 312, 337, 338, 346, 347, 364, 368, 380,
        384, 389, 394, 406], device='cuda:0')",0
"tensor([  5,  20,  28,  37,  77,  96, 129, 138, 146, 158, 162, 171, 178, 213,
        222, 265, 268, 279, 285, 296, 312, 337, 338, 346, 347, 364, 368, 380,
        384, 389, 394, 406], device='cuda:0')",1
"tensor([  5,  20,  28,  37,  77,  96, 129, 138, 146, 158, 162, 171, 178, 213,
        222, 265, 268, 279, 285, 296, 312, 337, 338, 346, 347, 364, 368, 380,
        384, 389, 394, 406], device='cuda:0')",1
"tensor([  5,  20,  28,  37,  77,  96, 129, 138, 146, 158, 162, 171, 178, 213,
        222, 265, 268, 279, 285, 296, 312, 337, 338, 346, 347, 364, 368, 380,
        384, 389, 394, 406], device='cuda:0')",0
"tensor([  5,  20,  28,  37,  77,  96, 129, 138, 146, 158, 162, 171, 178, 213,
        222, 265, 268, 279, 285, 296, 312, 337, 338, 346, 347, 364, 368, 380,
        384, 389, 394, 406], device='cuda:0')",0
"tensor([  5,  20,  28,  37,  77,  96, 129, 138, 146, 158, 162, 171, 178, 213,
        222, 265, 268, 279, 285, 296, 312, 337, 338, 346, 347, 364, 368, 380,
        384, 389, 394, 406], device='cuda:0')",0
"tensor([  5,  20,  28,  37,  77,  96, 129, 138, 146, 158, 162, 171, 178, 213,
        222, 265, 268, 279, 285, 296, 312, 337, 338, 346, 347, 364, 368, 380,
        384, 389, 394, 406], device='cuda:0')",1
"tensor([  5,  20,  28,  37,  77,  96, 129, 138, 146, 158, 162, 171, 178, 213,
        222, 265, 268, 279, 285, 296, 312, 337, 338, 346, 347, 364, 368, 380,
        384, 389, 394, 406], device='cuda:0')",0
"tensor([  5,  20,  28,  37,  77,  96, 129, 138, 146, 158, 162, 171, 178, 213,
        222, 265, 268, 279, 285, 296, 312, 337, 338, 346, 347, 364, 368, 380,
        384, 389, 394, 406], device='cuda:0')",1
"tensor([  5,  20,  28,  37,  77,  96, 129, 138, 146, 158, 162, 171, 178, 213,
        222, 265, 268, 279, 285, 296, 312, 337, 338, 346, 347, 364, 368, 380,
        384, 389, 394, 406], device='cuda:0')",1
"tensor([  5,  20,  28,  37,  77,  96, 129, 138, 146, 158, 162, 171, 178, 213,
        222, 265, 268, 279, 285, 296, 312, 337, 338, 346, 347, 364, 368, 380,
        384, 389, 394, 406], device='cuda:0')",0
"tensor([  5,  20,  28,  37,  77,  96, 129, 138, 146, 158, 162, 171, 178, 213,
        222, 265, 268, 279, 285, 296, 312, 337, 338, 346, 347, 364, 368, 380,
        384, 389, 394, 406], device='cuda:0')",0
"tensor([  5,  20,  28,  37,  77,  96, 129, 138, 146, 158, 162, 171, 178, 213,
        222, 265, 268, 279, 285, 296, 312, 337, 338, 346, 347, 364, 368, 380,
        384, 389, 394, 406], device='cuda:0')",1
"tensor([  5,  20,  28,  37,  77,  96, 129, 138, 146, 158, 162, 171, 178, 213,
        222, 265, 268, 279, 285, 296, 312, 337, 338, 346, 347, 364, 368, 380,
        384, 389, 394, 406], device='cuda:0')",0
"tensor([  5,  20,  28,  37,  77,  96, 129, 138, 146, 158, 162, 171, 178, 213,
        222, 265, 268, 279, 285, 296, 312, 337, 338, 346, 347, 364, 368, 380,
        384, 389, 394, 406], device='cuda:0')",0
"tensor([  5,  20,  28,  37,  77,  96, 129, 138, 146, 158, 162, 171, 178, 213,
        222, 265, 268, 279, 285, 296, 312, 337, 338, 346, 347, 364, 368, 380,
        384, 389, 394, 406], device='cuda:0')",0
"tensor([410, 420, 437, 451, 477, 480, 502, 558, 564, 578, 607, 608, 635, 637,
        662, 669, 697, 745, 774, 784, 803, 809, 812, 815, 826, 849, 852, 881,
        892, 896, 907, 911], device='cuda:0')",1
"tensor([410, 420, 437, 451, 477, 480, 502, 558, 564, 578, 607, 608, 635, 637,
        662, 669, 697, 745, 774, 784, 803, 809, 812, 815, 826, 849, 852, 881,
        892, 896, 907, 911], device='cuda:0')",1
"tensor([410, 420, 437, 451, 477, 480, 502, 558, 564, 578, 607, 608, 635, 637,
        662, 669, 697, 745, 774, 784, 803, 809, 812, 815, 826, 849, 852, 881,
        892, 896, 907, 911], device='cuda:0')",0
"tensor([410, 420, 437, 451, 477, 480, 502, 558, 564, 578, 607, 608, 635, 637,
        662, 669, 697, 745, 774, 784, 803, 809, 812, 815, 826, 849, 852, 881,
        892, 896, 907, 911], device='cuda:0')",0
"tensor([410, 420, 437, 451, 477, 480, 502, 558, 564, 578, 607, 608, 635, 637,
        662, 669, 697, 745, 774, 784, 803, 809, 812, 815, 826, 849, 852, 881,
        892, 896, 907, 911], device='cuda:0')",0
"tensor([410, 420, 437, 451, 477, 480, 502, 558, 564, 578, 607, 608, 635, 637,
        662, 669, 697, 745, 774, 784, 803, 809, 812, 815, 826, 849, 852, 881,
        892, 896, 907, 911], device='cuda:0')",0
"tensor([410, 420, 437, 451, 477, 480, 502, 558, 564, 578, 607, 608, 635, 637,
        662, 669, 697, 745, 774, 784, 803, 809, 812, 815, 826, 849, 852, 881,
        892, 896, 907, 911], device='cuda:0')",0
"tensor([410, 420, 437, 451, 477, 480, 502, 558, 564, 578, 607, 608, 635, 637,
        662, 669, 697, 745, 774, 784, 803, 809, 812, 815, 826, 849, 852, 881,
        892, 896, 907, 911], device='cuda:0')",1
"tensor([410, 420, 437, 451, 477, 480, 502, 558, 564, 578, 607, 608, 635, 637,
        662, 669, 697, 745, 774, 784, 803, 809, 812, 815, 826, 849, 852, 881,
        892, 896, 907, 911], device='cuda:0')",0
"tensor([410, 420, 437, 451, 477, 480, 502, 558, 564, 578, 607, 608, 635, 637,
        662, 669, 697, 745, 774, 784, 803, 809, 812, 815, 826, 849, 852, 881,
        892, 896, 907, 911], device='cuda:0')",0
"tensor([410, 420, 437, 451, 477, 480, 502, 558, 564, 578, 607, 608, 635, 637,
        662, 669, 697, 745, 774, 784, 803, 809, 812, 815, 826, 849, 852, 881,
        892, 896, 907, 911], device='cuda:0')",0
"tensor([410, 420, 437, 451, 477, 480, 502, 558, 564, 578, 607, 608, 635, 637,
        662, 669, 697, 745, 774, 784, 803, 809, 812, 815, 826, 849, 852, 881,
        892, 896, 907, 911], device='cuda:0')",0
"tensor([410, 420, 437, 451, 477, 480, 502, 558, 564, 578, 607, 608, 635, 637,
        662, 669, 697, 745, 774, 784, 803, 809, 812, 815, 826, 849, 852, 881,
        892, 896, 907, 911], device='cuda:0')",1
"tensor([410, 420, 437, 451, 477, 480, 502, 558, 564, 578, 607, 608, 635, 637,
        662, 669, 697, 745, 774, 784, 803, 809, 812, 815, 826, 849, 852, 881,
        892, 896, 907, 911], device='cuda:0')",0
"tensor([410, 420, 437, 451, 477, 480, 502, 558, 564, 578, 607, 608, 635, 637,
        662, 669, 697, 745, 774, 784, 803, 809, 812, 815, 826, 849, 852, 881,
        892, 896, 907, 911], device='cuda:0')",1
"tensor([410, 420, 437, 451, 477, 480, 502, 558, 564, 578, 607, 608, 635, 637,
        662, 669, 697, 745, 774, 784, 803, 809, 812, 815, 826, 849, 852, 881,
        892, 896, 907, 911], device='cuda:0')",1
"tensor([410, 420, 437, 451, 477, 480, 502, 558, 564, 578, 607, 608, 635, 637,
        662, 669, 697, 745, 774, 784, 803, 809, 812, 815, 826, 849, 852, 881,
        892, 896, 907, 911], device='cuda:0')",0
"tensor([410, 420, 437, 451, 477, 480, 502, 558, 564, 578, 607, 608, 635, 637,
        662, 669, 697, 745, 774, 784, 803, 809, 812, 815, 826, 849, 852, 881,
        892, 896, 907, 911], device='cuda:0')",1
"tensor([410, 420, 437, 451, 477, 480, 502, 558, 564, 578, 607, 608, 635, 637,
        662, 669, 697, 745, 774, 784, 803, 809, 812, 815, 826, 849, 852, 881,
        892, 896, 907, 911], device='cuda:0')",1
"tensor([410, 420, 437, 451, 477, 480, 502, 558, 564, 578, 607, 608, 635, 637,
        662, 669, 697, 745, 774, 784, 803, 809, 812, 815, 826, 849, 852, 881,
        892, 896, 907, 911], device='cuda:0')",0
"tensor([410, 420, 437, 451, 477, 480, 502, 558, 564, 578, 607, 608, 635, 637,
        662, 669, 697, 745, 774, 784, 803, 809, 812, 815, 826, 849, 852, 881,
        892, 896, 907, 911], device='cuda:0')",1
"tensor([410, 420, 437, 451, 477, 480, 502, 558, 564, 578, 607, 608, 635, 637,
        662, 669, 697, 745, 774, 784, 803, 809, 812, 815, 826, 849, 852, 881,
        892, 896, 907, 911], device='cuda:0')",0
"tensor([410, 420, 437, 451, 477, 480, 502, 558, 564, 578, 607, 608, 635, 637,
        662, 669, 697, 745, 774, 784, 803, 809, 812, 815, 826, 849, 852, 881,
        892, 896, 907, 911], device='cuda:0')",0
"tensor([410, 420, 437, 451, 477, 480, 502, 558, 564, 578, 607, 608, 635, 637,
        662, 669, 697, 745, 774, 784, 803, 809, 812, 815, 826, 849, 852, 881,
        892, 896, 907, 911], device='cuda:0')",0
"tensor([410, 420, 437, 451, 477, 480, 502, 558, 564, 578, 607, 608, 635, 637,
        662, 669, 697, 745, 774, 784, 803, 809, 812, 815, 826, 849, 852, 881,
        892, 896, 907, 911], device='cuda:0')",0
"tensor([410, 420, 437, 451, 477, 480, 502, 558, 564, 578, 607, 608, 635, 637,
        662, 669, 697, 745, 774, 784, 803, 809, 812, 815, 826, 849, 852, 881,
        892, 896, 907, 911], device='cuda:0')",1
"tensor([410, 420, 437, 451, 477, 480, 502, 558, 564, 578, 607, 608, 635, 637,
        662, 669, 697, 745, 774, 784, 803, 809, 812, 815, 826, 849, 852, 881,
        892, 896, 907, 911], device='cuda:0')",0
"tensor([410, 420, 437, 451, 477, 480, 502, 558, 564, 578, 607, 608, 635, 637,
        662, 669, 697, 745, 774, 784, 803, 809, 812, 815, 826, 849, 852, 881,
        892, 896, 907, 911], device='cuda:0')",0
"tensor([410, 420, 437, 451, 477, 480, 502, 558, 564, 578, 607, 608, 635, 637,
        662, 669, 697, 745, 774, 784, 803, 809, 812, 815, 826, 849, 852, 881,
        892, 896, 907, 911], device='cuda:0')",0
"tensor([410, 420, 437, 451, 477, 480, 502, 558, 564, 578, 607, 608, 635, 637,
        662, 669, 697, 745, 774, 784, 803, 809, 812, 815, 826, 849, 852, 881,
        892, 896, 907, 911], device='cuda:0')",1
"tensor([410, 420, 437, 451, 477, 480, 502, 558, 564, 578, 607, 608, 635, 637,
        662, 669, 697, 745, 774, 784, 803, 809, 812, 815, 826, 849, 852, 881,
        892, 896, 907, 911], device='cuda:0')",0
"tensor([410, 420, 437, 451, 477, 480, 502, 558, 564, 578, 607, 608, 635, 637,
        662, 669, 697, 745, 774, 784, 803, 809, 812, 815, 826, 849, 852, 881,
        892, 896, 907, 911], device='cuda:0')",0
"tensor([ 939,  948,  951,  956,  976,  991, 1008, 1018, 1054, 1082, 1139, 1145,
        1181, 1191, 1206, 1223, 1230, 1240, 1254, 1277, 1284, 1288, 1290, 1315,
        1316, 1340, 1362, 1363, 1372, 1378, 1381, 1408], device='cuda:0')",0
"tensor([ 939,  948,  951,  956,  976,  991, 1008, 1018, 1054, 1082, 1139, 1145,
        1181, 1191, 1206, 1223, 1230, 1240, 1254, 1277, 1284, 1288, 1290, 1315,
        1316, 1340, 1362, 1363, 1372, 1378, 1381, 1408], device='cuda:0')",0
"tensor([ 939,  948,  951,  956,  976,  991, 1008, 1018, 1054, 1082, 1139, 1145,
        1181, 1191, 1206, 1223, 1230, 1240, 1254, 1277, 1284, 1288, 1290, 1315,
        1316, 1340, 1362, 1363, 1372, 1378, 1381, 1408], device='cuda:0')",0
"tensor([ 939,  948,  951,  956,  976,  991, 1008, 1018, 1054, 1082, 1139, 1145,
        1181, 1191, 1206, 1223, 1230, 1240, 1254, 1277, 1284, 1288, 1290, 1315,
        1316, 1340, 1362, 1363, 1372, 1378, 1381, 1408], device='cuda:0')",0
"tensor([ 939,  948,  951,  956,  976,  991, 1008, 1018, 1054, 1082, 1139, 1145,
        1181, 1191, 1206, 1223, 1230, 1240, 1254, 1277, 1284, 1288, 1290, 1315,
        1316, 1340, 1362, 1363, 1372, 1378, 1381, 1408], device='cuda:0')",0
"tensor([ 939,  948,  951,  956,  976,  991, 1008, 1018, 1054, 1082, 1139, 1145,
        1181, 1191, 1206, 1223, 1230, 1240, 1254, 1277, 1284, 1288, 1290, 1315,
        1316, 1340, 1362, 1363, 1372, 1378, 1381, 1408], device='cuda:0')",0
"tensor([ 939,  948,  951,  956,  976,  991, 1008, 1018, 1054, 1082, 1139, 1145,
        1181, 1191, 1206, 1223, 1230, 1240, 1254, 1277, 1284, 1288, 1290, 1315,
        1316, 1340, 1362, 1363, 1372, 1378, 1381, 1408], device='cuda:0')",0
"tensor([ 939,  948,  951,  956,  976,  991, 1008, 1018, 1054, 1082, 1139, 1145,
        1181, 1191, 1206, 1223, 1230, 1240, 1254, 1277, 1284, 1288, 1290, 1315,
        1316, 1340, 1362, 1363, 1372, 1378, 1381, 1408], device='cuda:0')",0
"tensor([ 939,  948,  951,  956,  976,  991, 1008, 1018, 1054, 1082, 1139, 1145,
        1181, 1191, 1206, 1223, 1230, 1240, 1254, 1277, 1284, 1288, 1290, 1315,
        1316, 1340, 1362, 1363, 1372, 1378, 1381, 1408], device='cuda:0')",0
"tensor([ 939,  948,  951,  956,  976,  991, 1008, 1018, 1054, 1082, 1139, 1145,
        1181, 1191, 1206, 1223, 1230, 1240, 1254, 1277, 1284, 1288, 1290, 1315,
        1316, 1340, 1362, 1363, 1372, 1378, 1381, 1408], device='cuda:0')",0
"tensor([ 939,  948,  951,  956,  976,  991, 1008, 1018, 1054, 1082, 1139, 1145,
        1181, 1191, 1206, 1223, 1230, 1240, 1254, 1277, 1284, 1288, 1290, 1315,
        1316, 1340, 1362, 1363, 1372, 1378, 1381, 1408], device='cuda:0')",0
"tensor([ 939,  948,  951,  956,  976,  991, 1008, 1018, 1054, 1082, 1139, 1145,
        1181, 1191, 1206, 1223, 1230, 1240, 1254, 1277, 1284, 1288, 1290, 1315,
        1316, 1340, 1362, 1363, 1372, 1378, 1381, 1408], device='cuda:0')",0
"tensor([ 939,  948,  951,  956,  976,  991, 1008, 1018, 1054, 1082, 1139, 1145,
        1181, 1191, 1206, 1223, 1230, 1240, 1254, 1277, 1284, 1288, 1290, 1315,
        1316, 1340, 1362, 1363, 1372, 1378, 1381, 1408], device='cuda:0')",0
"tensor([ 939,  948,  951,  956,  976,  991, 1008, 1018, 1054, 1082, 1139, 1145,
        1181, 1191, 1206, 1223, 1230, 1240, 1254, 1277, 1284, 1288, 1290, 1315,
        1316, 1340, 1362, 1363, 1372, 1378, 1381, 1408], device='cuda:0')",0
"tensor([ 939,  948,  951,  956,  976,  991, 1008, 1018, 1054, 1082, 1139, 1145,
        1181, 1191, 1206, 1223, 1230, 1240, 1254, 1277, 1284, 1288, 1290, 1315,
        1316, 1340, 1362, 1363, 1372, 1378, 1381, 1408], device='cuda:0')",0
"tensor([ 939,  948,  951,  956,  976,  991, 1008, 1018, 1054, 1082, 1139, 1145,
        1181, 1191, 1206, 1223, 1230, 1240, 1254, 1277, 1284, 1288, 1290, 1315,
        1316, 1340, 1362, 1363, 1372, 1378, 1381, 1408], device='cuda:0')",1
"tensor([ 939,  948,  951,  956,  976,  991, 1008, 1018, 1054, 1082, 1139, 1145,
        1181, 1191, 1206, 1223, 1230, 1240, 1254, 1277, 1284, 1288, 1290, 1315,
        1316, 1340, 1362, 1363, 1372, 1378, 1381, 1408], device='cuda:0')",0
"tensor([ 939,  948,  951,  956,  976,  991, 1008, 1018, 1054, 1082, 1139, 1145,
        1181, 1191, 1206, 1223, 1230, 1240, 1254, 1277, 1284, 1288, 1290, 1315,
        1316, 1340, 1362, 1363, 1372, 1378, 1381, 1408], device='cuda:0')",0
"tensor([ 939,  948,  951,  956,  976,  991, 1008, 1018, 1054, 1082, 1139, 1145,
        1181, 1191, 1206, 1223, 1230, 1240, 1254, 1277, 1284, 1288, 1290, 1315,
        1316, 1340, 1362, 1363, 1372, 1378, 1381, 1408], device='cuda:0')",0
"tensor([ 939,  948,  951,  956,  976,  991, 1008, 1018, 1054, 1082, 1139, 1145,
        1181, 1191, 1206, 1223, 1230, 1240, 1254, 1277, 1284, 1288, 1290, 1315,
        1316, 1340, 1362, 1363, 1372, 1378, 1381, 1408], device='cuda:0')",1
"tensor([ 939,  948,  951,  956,  976,  991, 1008, 1018, 1054, 1082, 1139, 1145,
        1181, 1191, 1206, 1223, 1230, 1240, 1254, 1277, 1284, 1288, 1290, 1315,
        1316, 1340, 1362, 1363, 1372, 1378, 1381, 1408], device='cuda:0')",0
"tensor([ 939,  948,  951,  956,  976,  991, 1008, 1018, 1054, 1082, 1139, 1145,
        1181, 1191, 1206, 1223, 1230, 1240, 1254, 1277, 1284, 1288, 1290, 1315,
        1316, 1340, 1362, 1363, 1372, 1378, 1381, 1408], device='cuda:0')",0
"tensor([ 939,  948,  951,  956,  976,  991, 1008, 1018, 1054, 1082, 1139, 1145,
        1181, 1191, 1206, 1223, 1230, 1240, 1254, 1277, 1284, 1288, 1290, 1315,
        1316, 1340, 1362, 1363, 1372, 1378, 1381, 1408], device='cuda:0')",0
"tensor([ 939,  948,  951,  956,  976,  991, 1008, 1018, 1054, 1082, 1139, 1145,
        1181, 1191, 1206, 1223, 1230, 1240, 1254, 1277, 1284, 1288, 1290, 1315,
        1316, 1340, 1362, 1363, 1372, 1378, 1381, 1408], device='cuda:0')",0
"tensor([ 939,  948,  951,  956,  976,  991, 1008, 1018, 1054, 1082, 1139, 1145,
        1181, 1191, 1206, 1223, 1230, 1240, 1254, 1277, 1284, 1288, 1290, 1315,
        1316, 1340, 1362, 1363, 1372, 1378, 1381, 1408], device='cuda:0')",1
"tensor([ 939,  948,  951,  956,  976,  991, 1008, 1018, 1054, 1082, 1139, 1145,
        1181, 1191, 1206, 1223, 1230, 1240, 1254, 1277, 1284, 1288, 1290, 1315,
        1316, 1340, 1362, 1363, 1372, 1378, 1381, 1408], device='cuda:0')",0
"tensor([ 939,  948,  951,  956,  976,  991, 1008, 1018, 1054, 1082, 1139, 1145,
        1181, 1191, 1206, 1223, 1230, 1240, 1254, 1277, 1284, 1288, 1290, 1315,
        1316, 1340, 1362, 1363, 1372, 1378, 1381, 1408], device='cuda:0')",0
"tensor([ 939,  948,  951,  956,  976,  991, 1008, 1018, 1054, 1082, 1139, 1145,
        1181, 1191, 1206, 1223, 1230, 1240, 1254, 1277, 1284, 1288, 1290, 1315,
        1316, 1340, 1362, 1363, 1372, 1378, 1381, 1408], device='cuda:0')",0
"tensor([ 939,  948,  951,  956,  976,  991, 1008, 1018, 1054, 1082, 1139, 1145,
        1181, 1191, 1206, 1223, 1230, 1240, 1254, 1277, 1284, 1288, 1290, 1315,
        1316, 1340, 1362, 1363, 1372, 1378, 1381, 1408], device='cuda:0')",0
"tensor([ 939,  948,  951,  956,  976,  991, 1008, 1018, 1054, 1082, 1139, 1145,
        1181, 1191, 1206, 1223, 1230, 1240, 1254, 1277, 1284, 1288, 1290, 1315,
        1316, 1340, 1362, 1363, 1372, 1378, 1381, 1408], device='cuda:0')",0
"tensor([ 939,  948,  951,  956,  976,  991, 1008, 1018, 1054, 1082, 1139, 1145,
        1181, 1191, 1206, 1223, 1230, 1240, 1254, 1277, 1284, 1288, 1290, 1315,
        1316, 1340, 1362, 1363, 1372, 1378, 1381, 1408], device='cuda:0')",0
"tensor([ 939,  948,  951,  956,  976,  991, 1008, 1018, 1054, 1082, 1139, 1145,
        1181, 1191, 1206, 1223, 1230, 1240, 1254, 1277, 1284, 1288, 1290, 1315,
        1316, 1340, 1362, 1363, 1372, 1378, 1381, 1408], device='cuda:0')",0
"tensor([1412, 1440, 1474, 1495, 1500, 1511, 1526, 1535, 1543, 1545, 1546, 1559,
        1569, 1585, 1597, 1614, 1621, 1632, 1644, 1657, 1694, 1702, 1706, 1716,
        1718, 1727, 1744, 1769, 1853, 1873, 1881, 1895], device='cuda:0')",0
"tensor([1412, 1440, 1474, 1495, 1500, 1511, 1526, 1535, 1543, 1545, 1546, 1559,
        1569, 1585, 1597, 1614, 1621, 1632, 1644, 1657, 1694, 1702, 1706, 1716,
        1718, 1727, 1744, 1769, 1853, 1873, 1881, 1895], device='cuda:0')",0
"tensor([1412, 1440, 1474, 1495, 1500, 1511, 1526, 1535, 1543, 1545, 1546, 1559,
        1569, 1585, 1597, 1614, 1621, 1632, 1644, 1657, 1694, 1702, 1706, 1716,
        1718, 1727, 1744, 1769, 1853, 1873, 1881, 1895], device='cuda:0')",0
"tensor([1412, 1440, 1474, 1495, 1500, 1511, 1526, 1535, 1543, 1545, 1546, 1559,
        1569, 1585, 1597, 1614, 1621, 1632, 1644, 1657, 1694, 1702, 1706, 1716,
        1718, 1727, 1744, 1769, 1853, 1873, 1881, 1895], device='cuda:0')",0
"tensor([1412, 1440, 1474, 1495, 1500, 1511, 1526, 1535, 1543, 1545, 1546, 1559,
        1569, 1585, 1597, 1614, 1621, 1632, 1644, 1657, 1694, 1702, 1706, 1716,
        1718, 1727, 1744, 1769, 1853, 1873, 1881, 1895], device='cuda:0')",0
"tensor([1412, 1440, 1474, 1495, 1500, 1511, 1526, 1535, 1543, 1545, 1546, 1559,
        1569, 1585, 1597, 1614, 1621, 1632, 1644, 1657, 1694, 1702, 1706, 1716,
        1718, 1727, 1744, 1769, 1853, 1873, 1881, 1895], device='cuda:0')",0
"tensor([1412, 1440, 1474, 1495, 1500, 1511, 1526, 1535, 1543, 1545, 1546, 1559,
        1569, 1585, 1597, 1614, 1621, 1632, 1644, 1657, 1694, 1702, 1706, 1716,
        1718, 1727, 1744, 1769, 1853, 1873, 1881, 1895], device='cuda:0')",1
"tensor([1412, 1440, 1474, 1495, 1500, 1511, 1526, 1535, 1543, 1545, 1546, 1559,
        1569, 1585, 1597, 1614, 1621, 1632, 1644, 1657, 1694, 1702, 1706, 1716,
        1718, 1727, 1744, 1769, 1853, 1873, 1881, 1895], device='cuda:0')",1
"tensor([1412, 1440, 1474, 1495, 1500, 1511, 1526, 1535, 1543, 1545, 1546, 1559,
        1569, 1585, 1597, 1614, 1621, 1632, 1644, 1657, 1694, 1702, 1706, 1716,
        1718, 1727, 1744, 1769, 1853, 1873, 1881, 1895], device='cuda:0')",0
"tensor([1412, 1440, 1474, 1495, 1500, 1511, 1526, 1535, 1543, 1545, 1546, 1559,
        1569, 1585, 1597, 1614, 1621, 1632, 1644, 1657, 1694, 1702, 1706, 1716,
        1718, 1727, 1744, 1769, 1853, 1873, 1881, 1895], device='cuda:0')",1
"tensor([1412, 1440, 1474, 1495, 1500, 1511, 1526, 1535, 1543, 1545, 1546, 1559,
        1569, 1585, 1597, 1614, 1621, 1632, 1644, 1657, 1694, 1702, 1706, 1716,
        1718, 1727, 1744, 1769, 1853, 1873, 1881, 1895], device='cuda:0')",0
"tensor([1412, 1440, 1474, 1495, 1500, 1511, 1526, 1535, 1543, 1545, 1546, 1559,
        1569, 1585, 1597, 1614, 1621, 1632, 1644, 1657, 1694, 1702, 1706, 1716,
        1718, 1727, 1744, 1769, 1853, 1873, 1881, 1895], device='cuda:0')",0
"tensor([1412, 1440, 1474, 1495, 1500, 1511, 1526, 1535, 1543, 1545, 1546, 1559,
        1569, 1585, 1597, 1614, 1621, 1632, 1644, 1657, 1694, 1702, 1706, 1716,
        1718, 1727, 1744, 1769, 1853, 1873, 1881, 1895], device='cuda:0')",0
"tensor([1412, 1440, 1474, 1495, 1500, 1511, 1526, 1535, 1543, 1545, 1546, 1559,
        1569, 1585, 1597, 1614, 1621, 1632, 1644, 1657, 1694, 1702, 1706, 1716,
        1718, 1727, 1744, 1769, 1853, 1873, 1881, 1895], device='cuda:0')",1
"tensor([1412, 1440, 1474, 1495, 1500, 1511, 1526, 1535, 1543, 1545, 1546, 1559,
        1569, 1585, 1597, 1614, 1621, 1632, 1644, 1657, 1694, 1702, 1706, 1716,
        1718, 1727, 1744, 1769, 1853, 1873, 1881, 1895], device='cuda:0')",0
